id,title,release_year,locations
1573,Vertigo,1958,Ernie's Restaurant (847 Montgomery Street)
1574,Vertigo,1958,Conservatory of Flowers (Golden Gate Park)
1575,Vertigo,1958,Claude Lane at Bush Street
1576,Vertigo,1958,"California Palace of the Legion of Honor (34th Avenue & Clement, Lincoln Park)"
1577,Vertigo,1958,Brocklebank Apartments (1000 Mason Street)
1578,Vertigo,1958,900 Lombard Street
1579,Vertigo,1958,1007 Gough Street
1580,What Dreams May Come,1998,Treasure Island
1581,What the Bleep Do We Know,2004,Golden Gate National Recreation Area
1582,What's Up Doc?,1972,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)"
1583,What's Up Doc?,1972,San Francisco Hilton (333 O'Farrell Street)
1584,What's Up Doc?,1972,Lombard Street between Hyde and Leavenworth
1585,What's Up Doc?,1972,Hyde Street Pier
1586,What's Up Doc?,1972,Chinatown
1587,What's Up Doc?,1972,Alta Plaza Park (Steiner Street)
1588,What's Up Doc?,1972,22nd Avenue & Balboa Street (Richmond District)
1589,When a Man Loves a Woman,1994,Buena Vista Café (2765 Hyde Street)
1590,When a Man Loves a Woman,1994,"Victor's Restaurant, The Westin St. Francis Hotel (335 Powell Street)"
1591,When a Man Loves a Woman,1994,Spring Valley School (1451 Jackson Street)
1592,When a Man Loves a Woman,1994,"International Studies Academy (993 Vermont Street, Potrero Hill)"
1593,When a Man Loves a Woman,1994,Grant Street at Pacific Avenue
1594,When a Man Loves a Woman,1994,Cybelle's Pizza (1000 Bush Street)
1595,When a Man Loves a Woman,1994,766 Vallejo Street at Stockton Street (North Beach)
1596,When a Man Loves a Woman,1994,1521 Masonic Avenue at Piedmont Street
1597,When We Rise,2017,City Hall
1598,When We Rise,2017,United Nations Plaza
1599,When We Rise,2017,520 Castro St.
1600,When We Rise,2017,"Castro Theatre, 429 Castro St."
1601,When We Rise,2017,440 Castro St.
1602,When We Rise,2017,Bay Bridge
1603,When We Rise,2017,24th St. between Florida and Alabama
1604,When We Rise,2017,"Harvey Milk Plaza, 17th and Castro"
1605,When We Rise,2017,"Twin Peaks Bar, 401 Castro"
1606,When We Rise,2017,"Women's Building, 3543 18th St."
1607,When We Rise,2017,Buena Vista Park
1608,When We Rise,2017,Haight St. at Central
1609,When We Rise,2017,"Eureka Arts Center, 4400 20th St."
1610,When We Rise,2017,Castro St. between 17th and 18th St.
1611,When We Rise,2017,426 Castro St.
1612,When We Rise,2017,Powell St. at Market St.
1613,Woman on the Run,1950,Former Hall of Justice (750 Kearny Street at Washington)
1614,Woman on the Run,1950,835-865 Market Street at 5th Street
1615,Woman on the Run,1950,819 Mason Street at Pine
1616,Woman on the Run,1950,772 Commercial Street at Kearney
1617,Woman on the Run,1950,1801 Laguna at Bush
1618,Woman on the Run,1950,Cable Car Signal Box (California Street at Powell Street)
1619,Woman on Top,2000,312 Fillmore Street
1621,Zodiac,2007,SF Chronicle Building (901 Mission St)
1623,180,2011,Epic Roasthouse (399 Embarcadero)
1624,180,2011,Mason & California Streets (Nob Hill)
1625,180,2011,Justin Herman Plaza
1626,180,2011,200 block Market Street
1627,180,2011,City Hall
1628,180,2011,Polk & Larkin Streets
1629,180,2011,Randall Museum
1630,180,2011,555 Market St.
1637,A Jitney Elopement,1915,Golden Gate Park
1643,A Smile Like Yours,1997,Grace Cathedral Episcopal Church (1100 California Street)
1644,A Smile Like Yours,1997,Hills Brothers Plaza (Embarcadero at Harrison Street)
1645,A Smile Like Yours,1997,San Francisco International Airport
1647,A View to a Kill,1985,Port of San Francisco
1648,Ant-Man,2015,420 Jones St. at Ellis St.
1673,Ant-Man,2015,Broadway between Powell and Davis
1677,All About Eve,1950,Curran Theater (445 Geary Street)
1678,American Graffiti,1973,"Mel's Drive-In (Corner of Van Ness & Mission Street, Mission District)"
1699,Ant-Man,2015,Conzelman Rd at McCollough Rd and down Conzelman Rd.
1700,Ant-Man,2015,Lombard at Hyde
1701,Ant-Man,2015,601 Buena Vista Ave West at Java St.
1702,Ant-Man,2015,Columbus between Bay and Washington
1703,Ant-Man,2015,California between Kearney and Davis
1704,Ant-Man,2015,Pine between Kearney and Davis
1705,Ant-Man,2015,Market between Stuart and Van Ness
1706,Ant-Man,2015,Grant between Bush and Broadway
1707,Ant-Man,2015,Intersection of Broadway at Kearney
1708,Ant-Man,2015,Intersection of California at Polk
1709,Ant-Man,2015,"Treasure Island, Building #1, Ave of the Palms"
1710,Around the Fire,1998,Ocean Beach
1724,Basic Instinct,1992,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)"
1744,Bedazzled,2000,Vaillancourt Fountain (Justin Herman Plaza)
1755,Big Eyes,2014,1101 Filbert St.
1766,Birth of the Dragon,2016,Lands End Trail at Eagles Point/ Lincoln Park Golf Course
1767,Birth of the Dragon,2016,Pier 45 - Jeremiah O'Brien Liberty Ship
1768,Birth of the Dragon,2016,Leavenworth at Green
1769,Birth of the Dragon,2016,Leavenworth at Union
1770,Birth of the Dragon,2016,Hyde at Union
1771,Birth of the Dragon,2016,California at Grant
1772,Birth of the Dragon,2016,Grant between Bush and Broadway
1773,Birth of the Dragon,2016,California at Mason
1774,Birth of the Dragon,2016,Spofford between Clay and Washington
1775,Birth of the Dragon,2016,Twin Peaks Blvd.
1776,Birth of the Dragon,2016,Waverly Pl between Washington and Sacramento
1788,Blue Jasmine,2013,200 Post St.
1802,Blue Jasmine,2013,790 Ulloa
1817,Broken-A Modern Love Story,2010,Ina Coolbrith Park (1700 Taylor Street)
1818,Broken-A Modern Love Story,2010,0-100 block Halleck Street
1819,"Budding Prospects, Pilot",2017,3050 24th Street
1820,"Budding Prospects, Pilot",2017,3033 24th Street
1821,"Budding Prospects, Pilot",2017,2937 24th Street
1822,"Budding Prospects, Pilot",2017,1167 Alabama Street
1823,"Budding Prospects, Pilot",2017,1641 York Street
1824,"Budding Prospects, Pilot",2017,Bernal Heights Boulevard
1825,"Budding Prospects, Pilot",2017,40 Prentiss Street
1826,"Budding Prospects, Pilot",2017,500 Cortland Avenue
1827,"Budding Prospects, Pilot",2017,Lucky Street
1828,"Budding Prospects, Pilot",2017,1125 Guerrero Street
1829,"Budding Prospects, Pilot",2017,Gough Street & Clay Street
1830,"Budding Prospects, Pilot",2017,2007 Franklin Street
1831,"Budding Prospects, Pilot",2017,951 Hudson Avenue
1834,Bullitt,1968,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)"
1837,Bullitt,1968,Marina Green (Marina District)
1851,Bullitt,1968,Bay Bridge
1898,Chance- Season 1 ep102,2016,Mason and Pacific
1899,Chance- Season 1 ep102,2016,John St. between Powell and Mason
1900,Chance- Season 1 ep102,2016,Westin St. Francis
1901,Chance- Season 1 ep102,2016,"Betelnut restaurant, 2030 Union St."
1902,Chance- Season 1 ep102,2016,"Sutter Stockton Garage, 444 Stockton"
1903,Chance- Season 1 ep102,2016,"YWCA, 940 Powell"
1904,Chance- Season 1 ep102,2016,"Warren's Antiques, 375 9th St."
1905,Chance- Season 1 ep102,2016,Heron and Berwick Alleys
1906,Chance- Season 1 ep102,2016,"Duboce St., Duboce Café"
1907,Chance- Season 1 ep102,2016,Potomac and Waller
1908,Chance- Season 1 ep102,2016,"State Garage, 818 Leavenworth"
1949,Chance- Season 1 ep109,2016,Terry A. Francois Blvd.
1969,Chance Season 2,2017,Embarcadero at Lombard St.
1990,Chance Season 2,2017,Presidio Heights Neighborhood
2013,D.O.A,1950,Union Square
2014,D.O.A,1950,Westin St. Francis Hotel (335 Powell Street)
2028,Dawn of the Planet of the Apes,2014,California & Powell
2032,Dim Sum: A Little Bit of Heart,1985,San Francisco International Airport
2035,Dirty Harry,1971,"Marina Green, Marina District"
2061,Dr. Dolittle 2,2001,"Sacramento St., Between Pierce & Broderick Streets"
2063,Dr. Dolittle 2,2001,"Building 924, Presidio (Golden Gate National Recreation Area)"
2068,Dream with the Fishes,1997,Bay Bridge
2079,Edtv,1999,North Beach Video (1398 Grant Avenue at Green)
2107,Etruscan Smile,2017,Mason Street @ Vallejo
2112,Experiment in Terror,1962,"Sheraton Palace Hotel (2 Montgomery Street, Financial District)"
2121,Family Plot,1976,Nob Hill
2129,Fearless,1993,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)"
2134,Final Analysis,1992,"Westin St. Francis Hotel (335 Powell Street, Union Square)"
2135,Final Analysis,1992,"Public Health Service Hospital (Presidio, Golden Gate National Recreation Area)"
2136,Final Analysis,1992,"Presidio, Golden Gate National Recreation Area"
2167,Freebie and the Bean,1974,TransAmerica Pyramid (600 Montgomery Street)
2169,Freebie and the Bean,1974,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)"
2171,Freebie and the Bean,1974,Nob Hill
2183,George of the Jungle,1997,Bay Bridge
2192,Getting Even with Dad,1994,Embarcadero Street Station- BART
2202,GirlBoss,2017,"La Taqueria, 2889 Mission St."
2211,GirlBoss,2017,"Musee Mecanique, Fisherman's Wharf"
2232,Golden Gate,1994,Ross Alley (Chinatown)
2238,Greed,1924,Cliff House (1090 Point Lobos Avenue)
2239,Greed,1924,Bush and Sutter Streets
2240,Greed,1924,Hayes Street at Laguna
2245,Guess Who's Coming to Dinner,1967,San Francisco International Airport
2246,Guess Who's Coming to Dinner,1967,Mel's Drive-In (Corner South Van Ness & Mission St.)
2250,Hard to Hold,1984,"Fairmont Hotel (950 Mason Street, Nob Hill)"
2264,Herbie Rides Again,1974,Sheraton Palace Hotel (639 Market Street)
2275,High Crimes,2002,Union Square
2309,Invasion of the Body Snatchers,1978,Transamerica Building (600 Montgomery Street at Clay)
2332,Jade,1995,Sheraton Palace Hotel (639 Market Street)
2349,Junior,1994,Chinatown Gate
2358,Looking,2014,222 Mason St.
2368,Looking,2014,24th and Church St.
2372,Looking,2014,Sutro Baths
2376,Looking,2014,Jawbone at 99 Rhode Island St.
2407,"Looking ""Special""",2016,10th Street between Market & Mission
2488,Magnum Force,1973,San Francisco International Airport
2529,Mrs. Doubtfire,1993,Chrissy Field
2560,"Murder in the First, Season 2",2015,372/374 Pennsylvania Avenue
2602,Nine Months,1995,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)"
2608,Nine Months,1995,Chrissy Field
2632,Patch Adams,1998,Sheraton Palace Hotel (639 Market Street)
2633,Patch Adams,1998,Presidio (Golden Gate National Recreation Area)
2657,Pushing Dead,2016,"Blind Cat, 3050 24th Street, San Francisco"
2666,Pushing Dead,2016,"433 Baker Street,"
2680,Quitters,2015,Clement St. from 6th to 7th Ave.
2682,Quitters,2015,Clement St. from 5th and 7th Ave.
2708,San Andreas,2015,2nd St. at Townsend St.
2709,San Andreas,2015,Jefferson St. at Powell St.
2710,San Andreas,2015,Grant St. at Bush St.
2711,San Andreas,2015,Vallejo Garage Roof (Vallejo at Powell)
2712,San Andreas,2015,Clay St. at Taylor
2713,San Andreas,2015,Bay St. at Polk
2714,San Andreas,2015,Intersection of Lombard and Hyde
2715,San Andreas,2015,Mission between 3rd and 4th St.
2716,San Andreas,2015,555 California
2717,San Andreas,2015,Broadway and Kearney
2718,San Andreas,2015,Grant between Bush and Market
2719,San Andreas,2015,Coit Tower
2720,San Andreas,2015,TransAmerica Pyramid (600 Montgomery Street)
2721,San Andreas,2015,Washington Square
2722,San Andreas,2015,Battery Spencer
2723,San Andreas,2015,Pier 43
2724,San Andreas,2015,"Vallejo St. Garage, 766 Vallejo St."
2725,San Andreas,2015,Fort Baker
2726,San Andreas,2015,AT&T Stadium
2727,San Andreas,2015,AT&T Stadium
2728,San Andreas,2015,Water work in SF Bay
2729,San Andreas,2015,"Stage Work, 47 Julian St."
2730,San Andreas,2015,Hyde St. at Greenwich and Hyde St. at Lombard
2731,San Andreas,2015,"Asia Star Fantasy, 1126 Grant Ave."
2765,Sense8 - Season 2,2016,"San Francisco City Hall, 1 Dr. Carlton B. Goodlett Pl."
2781,Shadow of the Thin Man,1941,Bay Bridge
2783,Shoot the Moon,1982,"Fairmont Hotel (950 Mason Street, Nob Hill)"
2790,Sister Act 2: Back in the Habit,1993,CCSF Alemany Campus
2813,"Smile Again, Jenny Lee",2015,City Hall
2837,Star Trek IV: The Voyage Home,1986,"Marina Green, Marina District"
2865,Sudden Impact,1983,"Near Point Lobos, El Camino Del Mar"
2882,Summertime,2015,Alamo Square
2896,Sweet November,2001,Citicorp Center (1 Sansome Street at Sutter)
2898,Sweet November,2001,Chrissy Field
2938,The Bachelor,1999,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)"
2952,The Candidate,1972,"Westin St. Francis Hotel (335 Powell Street, Union Square)"
2957,The Conversation,1974,Alcoa Building (1 Maritime Plaza)
2959,The Conversation,1974,"Westin St. Francis Hotel (335 Powell Street, Union Square)"
2960,The Conversation,1974,Union Square
2995,The Dead Pool,1988,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)"
3028,The Game,1997,Sheraton Palace Hotel (639 Market Street)
3030,The Game,1997,Presidio (Golden Gate National Recreation Area)
3035,The Game,1997,Bay Bridge
3040,The Graduate,1967,Bay Bridge
3050,The Lady from Shanghai,1947,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)"
3058,The Lineup,1958,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)"
3079,The Presidio,1988,Presidio (Golden Gate National Recreation Area)
3103,The Pursuit of Happyness,2006,Golden Gate Park Children's Playground
3105,The Right Stuff,1983,Cow Palace
3116,The Ten Commandments,1956,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)"
3129,The Wedding Planner,2001,Lincoln Park
3158,Time After Time,1979,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)"
3162,Time After Time,1979,Marina Green (Marina District)
3198,Vertigo,1958,"California Palace of the Legion of Honor (34th Avenue & Clement, Lincoln Park)"
3212,When a Man Loves a Woman,1994,"Victor's Restaurant, The Westin St. Francis Hotel (335 Powell Street)"
3228,When We Rise,2017,"Women's Building, 3543 18th St."
3236,Woman on the Run,1950,835-865 Market Street at 5th Street
3244,Ant-Man and the Wasp,2018,490 Geary St
3245,Ant-Man and the Wasp,2018,544 Jones
3246,Ant-Man and the Wasp,2018,Missouri St at 18th St
3247,Ant-Man and the Wasp,2018,Telegraph Hill/North Beach
3248,Ant-Man and the Wasp,2018,Financial District
3249,Ant-Man and the Wasp,2018,Russian Hill
3250,Ant-Man and the Wasp,2018,Jones St btwn Sacramento and Pine
3251,Ant-Man and the Wasp,2018,California St btwn Mason and Leavenworth
3252,Ant-Man and the Wasp,2018,Montgomery btwn Green and Pacific
3253,Ant-Man and the Wasp,2018,Bush St at Mason St
3254,Ant-Man and the Wasp,2018,Lombard St btwn Polk and Leavenworth
3255,Ant-Man and the Wasp,2018,Jones St btwn Green and Pacific
3256,Ant-Man and the Wasp,2018,Vallejo St btwn Montgomery and Davis
3257,Ant-Man and the Wasp,2018,Java St
3258,Ant-Man and the Wasp,2018,Little Embarcadero btwn Powell and Mason
3259,Ant-Man and the Wasp,2018,Powell St btwn North Point and Embarcadero
3260,Ant-Man and the Wasp,2018,Pier 27
3261,Ant-Man and the Wasp,2018,Jefferson St at Taylor St
3262,Ant-Man and the Wasp,2018,Laguna St btwn Jackson and Broadway
3263,Ant-Man and the Wasp,2018,Montgomery btwn Broadway and Pacific
3264,Ant-Man and the Wasp,2018,Geary St - Hyde St - Ellis St
3265,Ant-Man and the Wasp,2018,Saint Louis Alley at Jackson
3266,Ant-Man and the Wasp,2018,Leavenworth St at Lombard St
3267,Ant-Man and the Wasp,2018,"Westar Marine Services, Pier 50"
3268,Bitter Melon,2018,"Pay and Save Grocery, 599 Guerrero St"
3269,Bitter Melon,2018,33 Dearborn St
3270,Bitter Melon,2018,66 Danton St
3271,Bitter Melon,2018,145 9th St
3272,Bitter Melon,2018,600 Niagara Ave
3273,Bitter Melon,2018,68 Dublin St
3274,Bitter Melon,2018,3189 16th St
3275,Bitter Melon,2018,386 4th Ave
3276,Bitter Melon,2018,788 Minna St
3277,Bitter Melon,2018,3139 16th St
3278,Bitter Melon,2018,298 11th St
3279,Venom,2018,O'Farrell between Leavenworth and Jones
3280,Venom,2018,Grant Ave btwn California and Clay
3281,Venom,2018,Grant Ave btwn Clay and Jackson
3282,Venom,2018,Kearny Steps/btwn Green and Pacific
3283,Venom,2018,Taylor St Hill btwn Pacific and Greenwich
3284,Venom,2018,"Huntington Park, Pine/Kearny, Bush/Hyde"
3285,Venom,2018,"North Beach: Kearny/Vallejo, Kearny/Broadway, Broadway/Columbus"
3286,Venom,2018,Embarcadero at Harrison St
3287,Venom,2018,Stockton Tunnel btwn Sutter and Sacramento
3288,Venom,2018,Grant Ave btwn Pine and Jackson
3289,Venom,2018,California St btwn Drumm and Sansome
3290,Venom,2018,Embarcadero btwn Folsom and Bryant
3291,Venom,2018,Montgomery St and Vallejo St
3292,Venom,2018,Grant Ave at Green St
3293,Venom,2018,Geary St at Leavenworth St
3294,Venom,2018,Romolo St and Fresno Pl
3295,Venom,2018,Grant Ave btwn Washington and Jackson
3296,Venom,2018,Hyde St at Chestnut St
3297,Venom,2018,Washington Square Park - Filbert St at Stockton St
3298,Venom,2018,Edinburgh Castle (950 Geary Street)
3299,Venom,2018,Hemlock Alley btwn Polk and Larkin
3300,Venom,2018,California St at Montgomery St
3301,Venom,2018,Larkin St btwn Post and Geary
3302,Venom,2018,Financial District
3303,Venom,2018,Potrero Hill: Rhode Island btwn 15th and 16th
3304,Venom,2018,"Epic Steakhouse, 369 Embarcadero"
3305,A Taiwanese Tale of Two Cities,2018,Dolores Park
3306,A Taiwanese Tale of Two Cities,2018,738 Washington St
3307,A Taiwanese Tale of Two Cities,2018,Waverly Place
3308,A Taiwanese Tale of Two Cities,2018,700 Block of Grant Ave.
3309,A Taiwanese Tale of Two Cities,2018,Fulton St at Larkin St
3310,A Taiwanese Tale of Two Cities,2018,Texas St at 19th St
3311,A Taiwanese Tale of Two Cities,2018,2751 Mission St
3312,A Taiwanese Tale of Two Cities,2018,Pier 7
3313,A Taiwanese Tale of Two Cities,2018,Palace of Fine Arts (3301 Lyon Street)
3314,A Taiwanese Tale of Two Cities,2018,Sutter St at Taylor St
3315,A Taiwanese Tale of Two Cities,2018,1653 Haight and 1400-1500 blocks of Haight St
3316,A Taiwanese Tale of Two Cities,2018,Bernal Heights Park
3317,A Taiwanese Tale of Two Cities,2018,"Castro Theatre, 429 Castro St."
3318,A Taiwanese Tale of Two Cities,2018,Steiner St at Fulton St
3319,A Taiwanese Tale of Two Cities,2018,San Francisco City Hall
3320,A Taiwanese Tale of Two Cities,2018,Civic Center Plaza
3321,A Taiwanese Tale of Two Cities,2018,Pier 5
3322,The OA Part II,2019,Hyde St at Pacific to Washington St
3323,The OA Part II,2019,Lafayette Park
3324,The OA Part II,2019,Washington btwn Gough and Octavia St
3325,The OA Part II,2019,Duncan St at Diamond Heights
3326,The OA Part II,2019,Broadway Tunnel
3327,The OA Part II,2019,1001 Vallejo St
3328,The OA Part II,2019,Taylor St btwn Green and Broadway
3329,The OA Part II,2019,16th Avenue Steps
3330,The OA Part II,2019,"Fairmont Hotel (950 Mason Street, Nob Hill)"
3331,The OA Part II,2019,724 Larkin St
3332,The OA Part II,2019,Ada Court at O'Farrell St
3333,The OA Part II,2019,Cameron House - 920 Sacramento St
3334,The OA Part II,2019,Waverly Pl btwn Washington and Clay St
3335,The OA Part II,2019,Pier 7
3336,The OA Part II,2019,Pier 43
3337,The OA Part II,2019,Washington at Taylor St - Jackson St
3338,The OA Part II,2019,SFPD Headquarters - 3rd St
3339,The OA Part II,2019,Mission Rock at 3rd St
3340,The OA Part II,2019,"Red's Java House (Pier 30-32, The Embarcadero)"
3341,The OA Part II,2019,SF War Memorial Opera House
3342,The OA Part II,2019,Washington at Maple
3343,The OA Part II,2019,1101 Green St
3344,The OA Part II,2019,Harrison St to Beale St to Bryant St
3345,Always Be My Maybe,2019,Golden Gate Music Concourse
3346,Always Be My Maybe,2019,de Young Museum/Golden Gate Park
3347,Always Be My Maybe,2019,Heart of the City Farmers Market at UN Plaza
3348,Always Be My Maybe,2019,Palace of Fine Arts (3301 Lyon Street)
3349,Always Be My Maybe,2019,717 Grant Ave
3350,Always Be My Maybe,2019,Kearny btwn Columbus and Washington
3351,Always Be My Maybe,2019,"Fort Point (Presidio, Golden Gate National Recreation Area)"
3352,Always Be My Maybe,2019,California Cable Car Line
3353,Always Be My Maybe,2019,Haight St at Masonic
3354,Always Be My Maybe,2019,"Trax Bar, Haight St"
3355,Always Be My Maybe,2019,Pier 7
3356,Always Be My Maybe,2019,Pier 45 - Musee Mechanique
3357,Always Be My Maybe,2019,19th Ave Home
3358,Always Be My Maybe,2019,22nd Ave Home
3359,Always Be My Maybe,2019,Contemporary Jewish Museum
3360,Always Be My Maybe,2019,Fairmont Hotel - Penthouse Suite
3361,Always Be My Maybe,2019,26th Ave and El Camino Del mar
3362,Tales of the City,2019,Macondray Ln and Taylor btwn Union and Green
3363,Tales of the City,2019,Lyon and Broadway
3364,Tales of the City,2019,"Hotel Jefferson, 440 Eddy St"
3365,Tales of the City,2019,Hyde St and Lombard St to Larkin and Lombard
3366,Tales of the City,2019,Market and Noe St
3367,Tales of the City,2019,Market and Church St
3368,Tales of the City,2019,Castro and 18th St
3369,Tales of the City,2019,Castro District
3370,Tales of the City,2019,Dolores Park
3371,Tales of the City,2019,"City Lights Books, 261 Columbus Ave"
3372,Tales of the City,2019,Montgomery and Vallejo
3373,Tales of the City,2019,Green btwn Jasper and Bannam
3374,Tales of the City,2019,Valencia btwn 16th and 17th St
3375,Tales of the City,2019,North Beach
3376,Tales of the City,2019,766 Vallejo St
3377,Tales of the City,2019,Grant and Green St
3378,Tales of the City,2019,Clarion Alley
3379,Tales of the City,2019,Valencia btwn Liberty and 21st St
3380,Tales of the City,2019,Mission District
3381,The Last Black Man in San Francisco,2019,Folsom btwn Cortland and Eugenia Ave
3382,The Last Black Man in San Francisco,2019,Nevada St btwn Cortland and Jarboe Ave
3383,The Last Black Man in San Francisco,2019,900 Innes Ave
3384,The Last Black Man in San Francisco,2019,801 Innes Ave
3385,The Last Black Man in San Francisco,2019,911 Innes Ave
3386,The Last Black Man in San Francisco,2019,Mission btwn 16th and Cesar Chavez
3387,The Last Black Man in San Francisco,2019,802 Steiner St
3388,The Last Black Man in San Francisco,2019,Donahue and Innes Ave
3389,The Last Black Man in San Francisco,2019,"Chateau Tivoli, 1057 Steiner St"
3390,The Last Black Man in San Francisco,2019,Innes and Arelious Walker
3391,The Last Black Man in San Francisco,2019,4704 3rd St
3392,The Last Black Man in San Francisco,2019,Forest Hill MUNI Station
3393,The Last Black Man in San Francisco,2019,Market/Portola btwn O'Shaughnessy and Castro
3394,The Last Black Man in San Francisco,2019,Innes turning into Evans Ave
3395,The Last Black Man in San Francisco,2019,3rd St btwn Evans and Oakdale
3396,The Last Black Man in San Francisco,2019,Oakdale btwn 3rd and Bayshore
3397,The Last Black Man in San Francisco,2019,959 South Van Ness Ave
3398,The Last Black Man in San Francisco,2019,Shotwell St btwn 20th and 21st St
3399,The Last Black Man in San Francisco,2019,"Ford's Grocery Store, 1496 Oakdale Ave"
3400,The Last Black Man in San Francisco,2019,"Hotel Metropolis, 25 Mason St"
3401,The Last Black Man in San Francisco,2019,Evans Ave/Hunters Pt Bvld btwn Keith and Hawes St
3402,The Last Black Man in San Francisco,2019,Illinois St btwn Marin and Amador
3403,The Last Black Man in San Francisco,2019,"Portola Rose Garden, 598 Hamilton St at Woolsey St"
3404,The Last Black Man in San Francisco,2019,Castro and Market
3405,The Last Black Man in San Francisco,2019,Eddy St btwn Leavenworth and Hyde St
3406,The Last Black Man in San Francisco,2019,California Street Hill btwn Jones and Larkin
3407,The Last Black Man in San Francisco,2019,California St and Gough btwn Geary and Jones
3408,The Last Black Man in San Francisco,2019,"Red Building, 2567 Mission St"
3409,The Last Black Man in San Francisco,2019,Haight and Belvedere
3410,The Last Black Man in San Francisco,2019,Buena Vista East btwn Duboce and Haight
3411,The Last Black Man in San Francisco,2019,"Sunset Super, 2425 Irving St"
3412,The Last Black Man in San Francisco,2019,363 Lyon St
3413,The Last Black Man in San Francisco,2019,415 Lyon St/355 Lyon St
